timestamp,error,integral,integral_past,u_p,u_i,u_i_past,control_signal,saturation,selection
2024-02-09 22:06:07.413997,-0.0285753118677759,13228.535158742923,13485.712965552906,-1.307034764832072e-05,6.417627760687518e-05,6.542393761806369e-05,-1.307034764832072e-05,No,False
2024-02-10 00:36:07.310762,-0.0282198653135923,12974.556370920593,13228.535158742923,-1.2907766394437132e-05,6.294413716215097e-05,6.417627760687518e-05,-1.2907766394437132e-05,No,False
2024-02-10 03:06:07.379536,-0.0939430812836347,12129.06863936788,12974.556370920593,-4.296956537913452e-05,5.884237874958231e-05,6.294413716215097e-05,-4.296956537913452e-05,No,False
2024-02-10 05:36:07.305302,-,7356.23311071252,,,,,-,,reselected
2024-02-10 05:36:07.313303,-0.17904840390936383,5744.797475528246,7356.23311071252,-8.189673994814302e-05,2.7870033466336665e-05,3.568767460560129e-05,-8.189673994814302e-05,No,True
2024-02-10 08:06:07.327074,-0.17854135338168486,4137.925295093082,5744.797475528246,-8.166481503678266e-05,2.00745312513982e-05,2.7870033466336665e-05,-8.166481503678266e-05,No,True
2024-02-10 10:36:09.491969,-0.19715650673316754,2363.5167344945744,4137.925295093082,-9.017938617975083e-05,1.1466251120115167e-05,2.00745312513982e-05,-9.017938617975083e-05,No,True
2024-02-10 13:06:07.406620,-0.13842844792891063,1117.6607031343788,2363.5167344945744,-6.331717208268372e-05,5.422165243083746e-06,1.1466251120115167e-05,-6.331717208268372e-05,No,True
2024-02-10 15:36:09.496510,-0.13810784252887154,-125.3098796254651,1117.6607031343788,-6.317052717270585e-05,-6.079223077403958e-07,5.422165243083746e-06,-6.317052717270585e-05,No,True
2024-02-10 18:06:13.434506,-0.0491896363199833,-568.0166065053147,-125.3098796254651,-2.249933965276036e-05,-2.755648375799783e-06,-6.079223077403958e-07,-2.249933965276036e-05,No,False
2024-02-10 20:36:07.423933,-0.04888055822559012,-1007.9416305356258,-568.0166065053147,-2.235796733238492e-05,-4.889879424784905e-06,-2.755648375799783e-06,-2.2357967332384922e-05,No,False
2024-02-10 23:06:07.610714,0.02232748188193945,-806.9942935981708,-1007.9416305356258,1.0212590212799104e-05,-3.915013203778023e-06,-4.889879424784905e-06,1.0212590212799104e-05,No,False
